,Restaurant,Latitude,Longitude,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Cook_Time
513,ID_3871,39.31565632,-85.58290647,North Indian,25.0,50.0,3.5,488.0,169.0,45
514,ID_2286,39.52563233,-85.29148199,"North Indian, Chinese",20.0,50.0,4.3,250.0,121.0,30
515,ID_4627,39.84724783,-85.66856921,Street Food,10.0,50.0,4.0,31.0,23.0,30
516,ID_2595,39.36560471,-85.08139091,"Bakery, Desserts",15.0,50.0,3.3,7.0,1.0,30
517,ID_5708,39.89840255,-85.27660125,"Pizza, Fast Food",40.0,50.0,3.8,630.0,240.0,30
518,ID_5791,39.53270624,-85.23898526,Bakery,25.0,50.0,,,,65
519,ID_6982,39.57887546,-85.74865278,South Indian,10.0,50.0,3.2,11.0,,30
520,ID_692,39.01365042,-85.54285284,"Italian, North Indian, Chinese",80.0,50.0,4.1,903.0,556.0,45
521,ID_7497,39.95986376,-85.78036686,Maharashtrian,10.0,0.0,3.3,12.0,1.0,30
522,ID_4658,39.02835403,-85.60193609999999,"North Indian, Fast Food",15.0,50.0,3.6,43.0,11.0,30
523,ID_4749,39.87538952,-85.90786754,"Desserts, Ice Cream",10.0,50.0,3.8,15.0,5.0,30
524,ID_5408,39.96255112,-85.90542299,"North Indian, South Indian, Chinese, Beverages",15.0,50.0,,,,30
525,ID_4625,39.39626793,-85.70832826,"Fast Food, North Eastern, Momos",10.0,50.0,,,,30
526,ID_7130,39.8002458,-85.2593142,Biryani,15.0,50.0,3.4,9.0,,30
527,ID_4587,39.19340863,-85.96242802,"North Indian, Street Food",20.0,99.0,3.1,6.0,1.0,30
528,ID_6379,39.26795943,-85.87157906,"North Indian, Chinese",10.0,50.0,,,,30
529,ID_5083,39.5133147,-85.36090299,"Chinese, Fast Food",10.0,50.0,3.1,4.0,2.0,30
530,ID_4247,39.79638314,-85.54886277,Beverages,10.0,50.0,3.0,11.0,4.0,45
531,ID_4478,39.24654656,-85.74802998,"Cafe, Italian, North Indian, Chinese",40.0,50.0,4.0,387.0,220.0,45
532,ID_342,39.22740833,-85.45919873,South Indian,10.0,50.0,3.6,33.0,8.0,30
533,ID_3801,39.72022753,-85.31277229,Bakery,15.0,99.0,,,,65
534,ID_8343,39.05554893,-85.79202419,"South Indian, Chinese",10.0,50.0,3.9,25.0,9.0,30
535,ID_1036,39.57174344,-85.50391559,"North Indian, Thai, Goan, Mughlai, Seafood",20.0,99.0,4.1,,,30
536,ID_4311,39.08026957,-85.66157388,"North Indian, Mughlai, Kebab",50.0,99.0,4.1,872.0,502.0,65
537,ID_1156,39.0689956,-85.82327957,"Burger, Fast Food, Desserts, Beverages",15.0,50.0,,,,30
538,ID_5321,39.7623203,-85.23798803,"Biryani, Hyderabadi, North Indian, Mughlai",10.0,50.0,2.8,,,30
539,ID_5214,39.16342947,-85.03036284,"North Indian, Chinese",20.0,50.0,3.4,80.0,46.0,30
540,ID_3678,39.07046228,-85.20251834,South Indian,10.0,50.0,3.4,18.0,1.0,30
541,ID_4517,39.40276749,-85.74767225,"North Indian, South Indian, Chinese",30.0,50.0,,,,30
542,ID_1605,39.30286617,-85.27674943,"North Indian, Rolls",25.0,50.0,,,,30
543,ID_1175,39.53498781,-85.69871016,"Fast Food, Street Food, Beverages",20.0,50.0,3.6,109.0,8.0,45
544,ID_7573,39.52097869,-85.55440578,"Desserts, South Indian",20.0,50.0,4.5,127.0,80.0,30
545,ID_3806,39.42859349,-85.9908363,North Indian,20.0,50.0,3.2,22.0,3.0,45
546,ID_5404,39.07993916,-85.16332947,"Desserts, Bakery",10.0,50.0,,,,30
547,ID_8481,39.88826617,-85.72089301,"Chinese, Healthy Food",20.0,50.0,3.9,649.0,351.0,45
548,ID_5136,39.18568447,-85.86441628,"Street Food, North Indian, Mithai, South Indian, Burger, Beverages",15.0,50.0,4.0,298.0,66.0,30
549,ID_1881,39.9762086,-85.70586289,North Indian,10.0,50.0,3.3,9.0,1.0,30
550,ID_5964,39.59015209,-85.68445634,North Indian,25.0,50.0,4.0,353.0,176.0,30
551,ID_2483,39.60222148,-85.14292089,"Fast Food, North Indian, Biryani, Rolls, Wraps",25.0,50.0,3.9,418.0,121.0,65
552,ID_5708,39.49884871,-85.46984504,"Pizza, Fast Food, Italian",40.0,200.0,2.6,986.0,691.0,45
553,ID_3547,39.53251977,-85.42545356,Desserts,10.0,50.0,4.0,168.0,102.0,65
554,ID_4292,39.00164087,-85.60162119,"Arabian, North Indian, Mughlai, Chinese, Beverages, Desserts",35.0,50.0,4.2,431.0,259.0,30
555,ID_3368,39.795604299999994,-85.50424606,Kerala,10.0,50.0,3.8,50.0,18.0,30
556,ID_5176,39.86644263,-85.92752563,"South Indian, Fast Food, Mithai",10.0,50.0,3.5,229.0,30.0,45
557,ID_7901,39.43964307,-85.85571211,"North Indian, Chinese, Beverages",60.0,50.0,4.3,857.0,621.0,65
558,ID_1368,39.61516875,-85.50734335,Bakery,20.0,50.0,4.2,242.0,94.0,80
559,ID_3884,39.91174741,-85.86610989,"Fast Food, Street Food",10.0,50.0,3.4,18.0,7.0,30
560,ID_1872,39.93043601,-85.25879909999999,"Chinese, North Indian, Fast Food",35.0,50.0,3.4,29.0,12.0,65
561,ID_6132,39.57913621,-85.63997481,"North Indian, Chinese, Fast Food",20.0,50.0,4.0,689.0,310.0,30
562,ID_3081,39.63168702,-85.95324513,"North Indian, Chinese",20.0,50.0,3.1,21.0,3.0,45
563,ID_8585,39.76001334,-85.11187694,"Bakery, Desserts, Fast Food",20.0,50.0,3.1,8.0,2.0,45
564,ID_2125,39.92937911,-85.55582069,"North Indian, Street Food, Chinese",20.0,50.0,3.7,660.0,391.0,65
565,ID_4729,39.61813382,-85.23963686,"North Indian, Italian, Continental, Finger Food",50.0,50.0,3.9,268.0,142.0,45
566,ID_3768,39.79859837,-85.27966824,Street Food,5.0,50.0,3.8,,,30
567,ID_7231,39.14437865,-85.41879695,"North Indian, Chinese",25.0,50.0,3.9,915.0,721.0,45
568,ID_3754,39.94493455,-85.98776488,"Fast Food, Desserts",20.0,50.0,3.7,110.0,56.0,65
569,ID_1780,39.53535845,-85.88069877,Chinese,10.0,50.0,3.0,12.0,2.0,30
570,ID_2065,39.72032138,-85.93983705,"North Indian, Chinese, Arabian, Mughlai",20.0,50.0,,,,30
571,ID_1270,39.40836593,-85.23471291,"North Indian, South Indian",15.0,50.0,,,,30
572,ID_8407,39.004444899999996,-85.57443586,Desserts,15.0,50.0,,,,30
573,ID_3117,39.49423784,-85.52083723,"Mishti, Fast Food, South Indian",10.0,50.0,4.0,381.0,89.0,65
574,ID_3777,39.29015152,-85.10615061,"Beverages, Fast Food",10.0,50.0,3.8,10.0,4.0,30
575,ID_8,39.33485142,-85.39453303,"Desserts, Fast Food",20.0,50.0,3.9,334.0,189.0,45
576,ID_6066,39.12138396,-85.65045788,North Indian,20.0,50.0,3.7,61.0,7.0,30
577,ID_1348,39.12755881,-85.69439252,"Bakery, Desserts",20.0,50.0,4.4,214.0,169.0,65
578,ID_7042,39.34149367,-85.37935059,"Chinese, Fast Food",10.0,50.0,,,,30
579,ID_8062,39.640536499999996,-85.27495841,"Asian, Chinese, Continental, Italian",35.0,50.0,4.3,249.0,139.0,30
580,ID_6815,39.00642337,-85.41775273,Maharashtrian,10.0,50.0,,,,30
581,ID_5125,39.55162324,-85.54350505,"Fast Food, Pizza, Desserts",20.0,50.0,3.4,20.0,5.0,30
582,ID_8170,39.938758,-85.75467533,North Indian,20.0,50.0,3.4,,,30
583,ID_4945,39.81800901,-85.59519033,"Street Food, Fast Food",10.0,50.0,,,,30
584,ID_6760,39.67140772,-85.22342615,"North Indian, South Indian, Chinese, Street Food",20.0,50.0,3.5,121.0,41.0,30
585,ID_1510,39.07554001,-85.94060625,North Indian,20.0,50.0,3.1,4.0,1.0,30
586,ID_5773,39.14913379,-85.32316759999999,Maharashtrian,15.0,50.0,,,,45
587,ID_8254,39.56010054,-85.99886447,"Ice Cream, Beverages",10.0,50.0,,,,30
588,ID_1190,39.33737672,-85.09006452,"North Indian, Chinese, Mughlai, Maharashtrian",25.0,50.0,3.2,74.0,36.0,30
589,ID_1140,39.71475749,-85.68246389,"Burger, Fast Food, Beverages",20.0,50.0,4.0,2037.0,1062.0,65
590,ID_1023,39.24510547,-85.80987109,Bengali,20.0,50.0,,,,30
591,ID_6765,39.19389517,-85.33315265,"Mithai, Gujarati",15.0,50.0,3.4,19.0,10.0,30
592,ID_7858,39.35848172,-85.3477517,"Continental, North Indian, Thai",55.0,50.0,4.6,391.0,220.0,30
593,ID_5538,39.960730299999994,-85.05808049,"North Indian, Beverages",10.0,50.0,2.7,7.0,,30
594,ID_575,39.55652928,-85.29149796,"Biryani, North Indian",10.0,50.0,3.1,7.0,2.0,30
595,ID_4301,39.52746858,-85.99628578,Paan,5.0,50.0,,,,30
596,ID_36,39.44050473,-85.96560951,"Bakery, Fast Food",25.0,50.0,2.7,5.0,3.0,120
597,ID_1402,39.96795061,-85.71506822,"Chinese, Seafood, Biryani",35.0,50.0,3.4,205.0,97.0,45
598,ID_6001,39.75540706,-85.18762894,"North Indian, Chinese, Mughlai, Fast Food, Beverages",25.0,0.0,4.0,1270.0,741.0,65
599,ID_1168,39.90052867,-85.4204257,"North Indian, Chinese, Italian, Fast Food",55.0,50.0,4.1,897.0,565.0,45
600,ID_5968,39.89992217,-85.76324465,"Biryani, Chinese, North Indian",25.0,50.0,3.0,13.0,2.0,65
601,ID_3540,39.21195211,-85.04222875,"Fast Food, North Indian, Beverages",20.0,50.0,4.0,421.0,165.0,45
602,ID_8529,39.35606005,-85.01148814,"Cafe, Fast Food",30.0,50.0,4.5,1349.0,972.0,65
603,ID_7305,39.22060733,-85.83679745,"North Indian, Chinese, Continental, Seafood",40.0,99.0,3.9,239.0,98.0,65
604,ID_2646,39.97479032,-85.7340099,"Cafe, Chinese",15.0,50.0,3.2,73.0,34.0,65
605,ID_3446,39.89871031,-85.94785094,"Bengali, Seafood, Rolls",25.0,50.0,3.7,318.0,187.0,45
606,ID_5187,39.05289535,-85.74359878,"North Indian, Chinese",20.0,50.0,3.3,9.0,2.0,30
607,ID_7633,39.71096954,-85.04954777,Chinese,20.0,50.0,,,,30
608,ID_350,39.24126146,-85.21837844,"North Indian, Chinese",15.0,50.0,2.9,41.0,15.0,30
609,ID_7072,39.45639615,-85.80495291,South Indian,15.0,50.0,3.3,9.0,3.0,30
610,ID_2772,39.75949762,-85.82086375,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",20.0,50.0,3.7,697.0,314.0,45
611,ID_8170,39.48936782,-85.93117153,"North Indian, Biryani, Kebab, BBQ",20.0,50.0,3.5,21.0,9.0,30
612,ID_3775,39.85119236,-85.08552773,"Juices, Fast Food",10.0,50.0,4.0,113.0,60.0,30
613,ID_8199,39.27360235,-85.79327566,"North Indian, Chinese",15.0,50.0,3.7,59.0,21.0,30
614,ID_815,39.82359229,-85.09371759,"Bakery, Sandwich, Desserts",20.0,50.0,3.9,39.0,25.0,30
615,ID_1969,39.39289972,-85.15515095,"Fast Food, Chinese",10.0,50.0,3.6,17.0,4.0,30
616,ID_5384,39.02362465,-85.45531911,"Burger, Sandwich, Finger Food, Beverages",30.0,50.0,3.9,64.0,11.0,30
617,ID_7131,39.49155654,-85.75932662,North Indian,25.0,50.0,,,,30
618,ID_94,39.03324422,-85.0236698,Biryani,15.0,50.0,3.5,64.0,15.0,30
619,ID_1701,39.54086336,-85.44181377,Chinese,25.0,50.0,,,,30
620,ID_1784,39.53665656,-85.19965107,"Rolls, North Indian, Chinese, Momos, Biryani",20.0,50.0,3.7,50.0,30.0,30
621,ID_349,39.18322159,-85.28192775,"North Indian, South Indian, Chinese",15.0,99.0,3.0,318.0,64.0,65
622,ID_7481,39.77230772,-85.96372886,Thai,40.0,99.0,4.2,368.0,136.0,65
623,ID_4028,39.36257773,-85.50843573,"Bengali, Chinese",10.0,50.0,3.0,13.0,5.0,30
624,ID_4372,39.81987771,-85.6712642,"Desserts, Beverages",10.0,50.0,3.2,4.0,2.0,30
625,ID_3065,39.11038337,-85.58785902,"Fast Food, Street Food, Juices",10.0,50.0,3.6,646.0,214.0,45
626,ID_2944,39.572855,-85.14985219,"Biryani, North Indian",15.0,50.0,3.3,7.0,3.0,30
627,ID_6705,39.399262799999995,-85.93821199,"North Indian, Chinese, South Indian, Fast Food, Street Food",30.0,50.0,4.2,305.0,167.0,30
628,ID_3053,39.90767057,-85.70283383,Mithai,10.0,50.0,3.1,8.0,1.0,30
629,ID_3929,39.47862748,-85.78135521,"Mithai, North Indian",10.0,50.0,3.8,241.0,88.0,45
630,ID_429,39.97365151,-85.83055605,Street Food,15.0,50.0,4.1,260.0,123.0,45
631,ID_3565,39.80071414,-85.61169746,"Biryani, Mughlai, Chinese, Arabian",30.0,50.0,3.7,572.0,167.0,45
632,ID_2301,39.63299419,-85.11911312,"Pizza, Fast Food",20.0,0.0,3.7,684.0,97.0,30
633,ID_1249,39.99005715,-85.52029331,Fast Food,15.0,50.0,3.2,13.0,1.0,45
634,ID_1013,39.61541122,-85.27385500000001,"Desserts, Ice Cream",10.0,50.0,3.3,5.0,,30
635,ID_2268,39.12047977,-85.67696191,"North Indian, Chinese",20.0,50.0,3.7,83.0,41.0,45
636,ID_6774,39.79961167,-85.02063819,"Chinese, North Indian, Fast Food, Biryani",15.0,50.0,2.8,4.0,3.0,30
637,ID_7836,39.55495601,-85.75860693,"South Indian, North Indian, Chinese, Fast Food",15.0,50.0,3.2,14.0,,65
638,ID_8549,39.16400984,-85.86301075,Street Food,5.0,50.0,3.4,16.0,5.0,30
639,ID_6236,39.81008661,-85.95399163,"Fast Food, Rolls",15.0,99.0,3.5,49.0,27.0,65
640,ID_7082,39.27733821,-85.18903648,South Indian,15.0,50.0,3.8,385.0,20.0,45
641,ID_3363,39.78722978,-85.12065934,"North Indian, Maharashtrian",20.0,50.0,3.8,189.0,47.0,30
642,ID_4578,39.56981362,-85.40781781,"South Indian, Street Food",10.0,50.0,3.7,184.0,67.0,30
643,ID_2628,39.85060119,-85.16264913,"North Indian, Chinese",20.0,50.0,3.7,40.0,35.0,30
644,ID_4625,39.20005696,-85.67625827,"North Eastern, Momos, Fast Food, Beverages, Tibetan",10.0,50.0,2.9,4.0,3.0,30
645,ID_2457,39.03161361,-85.18405062,"North Indian, Chinese, Continental, Italian",60.0,50.0,4.2,910.0,572.0,45
646,ID_1784,39.31247772,-85.97483026,"Chinese, North Indian, Rolls, Biryani, Momos",20.0,50.0,3.9,992.0,513.0,45
647,ID_2133,39.18323655,-85.65909599,South Indian,5.0,50.0,3.8,382.0,110.0,45
648,ID_1292,39.92745978,-85.27287774,"Maharashtrian, Healthy Food",10.0,50.0,3.4,8.0,5.0,30
649,ID_8544,39.44143831,-85.63647596,"South Indian, North Indian",20.0,50.0,3.0,5.0,,30
650,ID_2833,39.06257233,-85.9468915,Mithai,10.0,50.0,4.1,551.0,24.0,30
651,ID_6774,39.073179100000004,-85.74718301,"Chinese, North Indian, Fast Food, Biryani",15.0,50.0,2.8,4.0,3.0,30
652,ID_4762,39.30839658,-85.46762624,Mithai,10.0,50.0,3.2,40.0,17.0,30
653,ID_4034,39.44492993,-85.74436799,"Biryani, North Indian, Mughlai, Kebab",30.0,99.0,4.1,354.0,171.0,65
654,ID_2132,39.49999948,-85.74825702,Fast Food,10.0,50.0,3.3,10.0,4.0,30
655,ID_5779,39.23680818,-85.79377018,Fast Food,15.0,50.0,4.3,140.0,55.0,30
656,ID_7897,39.81433115,-85.67754678,"North Indian, Chinese",15.0,50.0,3.9,656.0,183.0,45
657,ID_1366,39.64625579,-85.68419754,Desserts,15.0,50.0,3.9,81.0,26.0,45
658,ID_4861,39.16330099,-85.21926931,"North Indian, Mughlai",35.0,50.0,3.8,179.0,84.0,45
659,ID_8495,39.69732374,-85.20209507,"Continental, North Indian, Italian, Beverages, Desserts",20.0,50.0,3.6,68.0,25.0,65
660,ID_4774,39.49290718,-85.92472794,"Fast Food, Pizza",20.0,50.0,3.5,19.0,10.0,30
661,ID_6836,39.19987673,-85.93100327,"South Indian, Italian, Chinese",15.0,50.0,3.6,111.0,61.0,30
662,ID_2615,39.37813742,-85.18905438,"North Indian, Chinese",20.0,50.0,,,,30
663,ID_1925,39.39492657,-85.84870649999999,Fast Food,15.0,50.0,3.5,19.0,6.0,30
664,ID_6705,39.08948508,-85.75308717,"North Indian, Chinese, South Indian, Fast Food, Street Food",30.0,50.0,4.2,305.0,167.0,30
665,ID_427,39.10715332,-85.52908158,"North Indian, Chinese",10.0,50.0,3.4,207.0,107.0,45
666,ID_4585,39.53302503,-85.23498924,"Mithai, Bakery, Fast Food",10.0,50.0,4.0,389.0,252.0,30
667,ID_8506,39.73332518,-85.93489004,"Fast Food, Street Food",10.0,50.0,3.3,24.0,10.0,45
668,ID_4369,39.56143812,-85.68191997,"North Indian, Chinese",40.0,99.0,3.7,263.0,120.0,65
669,ID_1074,39.87135116,-85.47927865,"Mithai, Fast Food",15.0,50.0,3.5,6.0,2.0,30
670,ID_714,39.55677252,-85.03848737,"North Indian, Mughlai",20.0,50.0,3.8,126.0,70.0,30
671,ID_5802,39.65565738,-85.73285387,"North Indian, Chinese",35.0,50.0,3.6,397.0,119.0,45
672,ID_1899,39.55857537,-85.69430909,"Street Food, Fast Food",10.0,50.0,3.2,11.0,5.0,30
673,ID_2536,39.50826385,-85.20454514,"North Indian, Fast Food, Chinese, Continental",50.0,50.0,3.8,90.0,60.0,45
674,ID_2102,39.39506742,-85.83489540000001,Mughlai,30.0,99.0,4.1,394.0,305.0,65
675,ID_2450,39.784684399999996,-85.39982775,"Chinese, North Indian, Momos",10.0,50.0,3.5,64.0,26.0,30
676,ID_2376,39.86274927,-85.62941034,South Indian,5.0,50.0,3.5,12.0,2.0,30
677,ID_2709,39.45374329,-85.78877006,"North Indian, South Indian",20.0,50.0,3.1,12.0,5.0,45
678,ID_1854,39.36597824,-85.67487895,"North Indian, Chinese",20.0,50.0,3.5,13.0,,30
679,ID_1796,39.4948698,-85.25018779,"Cafe, Beverages, Bakery",20.0,50.0,4.1,343.0,256.0,45
680,ID_7712,39.45911284,-85.51598662,"Healthy Food, Beverages",15.0,50.0,3.1,6.0,3.0,30
681,ID_4151,39.44022822,-85.82443171,"Desserts, Beverages",15.0,50.0,4.0,119.0,60.0,30
682,ID_2166,39.89869742,-85.54821002,Biryani,15.0,50.0,,,,30
683,ID_5879,39.41634628,-85.06146185,"North Indian, Mughlai, Kebab",90.0,450.0,4.2,1262.0,758.0,65
684,ID_6313,39.45917618,-85.51755349,"Fast Food, Chinese",10.0,50.0,3.6,82.0,23.0,45
685,ID_4076,39.85231099,-85.75582236,North Indian,10.0,50.0,,,,30
686,ID_2906,39.48607799,-85.37957788,"Desserts, Beverages, Ice Cream",15.0,50.0,,,,30
687,ID_6726,39.45614288,-85.32995538,"North Indian, South Indian, Chinese",20.0,50.0,3.8,521.0,258.0,30
688,ID_7564,39.37664005,-85.95460792,"Biryani, North Indian",15.0,50.0,,,,30
689,ID_1276,39.37010135,-85.45100986,Cafe,15.0,50.0,4.0,337.0,199.0,30
690,ID_691,39.55249927,-85.81731016,South Indian,10.0,50.0,3.1,12.0,1.0,30
691,ID_4365,39.07029661,-85.59391891,Desserts,10.0,50.0,4.6,400.0,189.0,45
692,ID_3233,39.58151139,-85.75518126,"North Indian, Chinese",50.0,50.0,3.9,166.0,69.0,65
693,ID_18,39.93849328,-85.4778418,"Pizza, Italian, Beverages",35.0,50.0,4.3,497.0,287.0,30
694,ID_7959,39.78669002,-85.95025022,North Indian,20.0,99.0,3.4,37.0,14.0,30
695,ID_7091,39.59878539,-85.48011477,North Indian,10.0,50.0,2.9,307.0,62.0,45
696,ID_958,39.12123814,-85.97023315,"Beverages, Ice Cream",15.0,50.0,3.5,8.0,3.0,30
697,ID_4784,39.41939485,-85.29823672,Fast Food,10.0,0.0,3.4,8.0,2.0,30
698,ID_8512,39.82082339,-85.44421852,American,30.0,50.0,3.8,20.0,13.0,30
699,ID_1371,39.9058255,-85.83555978,"Bakery, Desserts",20.0,50.0,3.4,57.0,13.0,65
700,ID_2706,39.94557281,-85.86690909,"Fast Food, Chinese, BBQ",15.0,50.0,3.5,43.0,11.0,30
701,ID_635,39.7480778,-85.73557263,Mishti,5.0,99.0,4.4,1512.0,579.0,45
702,ID_2076,39.06187055,-85.42475533,North Indian,20.0,50.0,2.8,7.0,3.0,30
703,ID_1902,39.53943907,-85.18948564,"Chinese, Thai",45.0,50.0,3.6,119.0,47.0,65
704,ID_8173,39.81426225,-85.17687485,"North Indian, Chinese, South Indian, Fast Food",25.0,50.0,3.7,189.0,84.0,45
705,ID_4855,39.39939193,-85.50407709999999,North Indian,15.0,50.0,3.4,43.0,11.0,30
706,ID_912,39.13672785,-85.48105967,Biryani,15.0,50.0,3.4,18.0,14.0,30
707,ID_6330,39.24445479,-85.49827282,Pizza,15.0,50.0,3.3,32.0,1.0,30
708,ID_3556,39.25039379,-85.79560979,South Indian,10.0,50.0,3.7,,,30
709,ID_2321,39.67726879,-85.52759949,"North Indian, Chinese, Mughlai, Kebab",75.0,99.0,4.2,580.0,455.0,45
710,ID_5290,39.90141018,-85.13431331,"Fast Food, Rolls",10.0,50.0,,,,30
711,ID_6136,39.10931984,-85.3595546,"Raw Meats, North Indian, Fast Food",20.0,50.0,3.6,60.0,31.0,30
712,ID_773,39.3954589,-85.11844199,"Fast Food, Chinese",10.0,50.0,3.1,6.0,2.0,30
713,ID_3970,39.5884484,-85.02255011,"Burger, Fast Food",20.0,50.0,2.7,564.0,131.0,45
714,ID_2718,39.53278861,-85.79356654,"North Indian, Chinese, Seafood",50.0,50.0,3.1,46.0,32.0,30
715,ID_4790,39.20016612,-85.67035817,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",40.0,50.0,3.9,793.0,513.0,45
716,ID_250,39.29364689,-85.67290838,"Italian, Fast Food",20.0,50.0,3.1,19.0,8.0,30
717,ID_1415,39.52783454,-85.01546825,"Burger, Fast Food",20.0,99.0,4.0,1155.0,845.0,65
718,ID_6415,39.35973176,-85.71961398,"Salad, Rolls, Fast Food",20.0,50.0,3.7,71.0,22.0,45
719,ID_1140,39.5670177,-85.45253102,"American, Fast Food",20.0,50.0,3.9,570.0,127.0,45
720,ID_3990,39.96128182,-85.99021146,"North Indian, Mughlai",15.0,50.0,2.8,38.0,12.0,65
721,ID_7554,39.54209705,-85.44144048,"Mughlai, Biryani, Afghan",40.0,50.0,3.4,23.0,12.0,30
722,ID_7295,39.52003843,-85.76080265,"Bakery, Desserts, Ice Cream",15.0,50.0,3.9,76.0,22.0,45
723,ID_3812,39.48123664,-85.07372634,Lebanese,15.0,50.0,,,,30
724,ID_4403,39.77711162,-85.14564739,"North Indian, Chinese",15.0,99.0,3.9,261.0,109.0,30
725,ID_1644,39.16340491,-85.1512735,"Biryani, North Indian, Fast Food, Chinese",20.0,50.0,3.5,41.0,18.0,30
726,ID_8091,39.46355586,-85.67693096,"Cafe, Italian, Chinese, Desserts",40.0,50.0,4.0,1398.0,906.0,45
727,ID_7801,39.80024604,-85.95729872,"Burger, Pizza, Fast Food",20.0,0.0,3.3,,,30
728,ID_3474,39.69250294,-85.84903576,"Fast Food, North Indian, Rolls, Chinese, Momos, Mughlai",20.0,50.0,3.9,562.0,294.0,65
729,ID_89,39.34809972,-85.45420989,"Biryani, North Indian",15.0,50.0,3.1,4.0,1.0,30
730,ID_3056,39.23366624,-85.13331208,Gujarati,10.0,50.0,3.8,35.0,11.0,30
731,ID_2341,39.72897766,-85.11727283,"Chinese, Seafood",30.0,50.0,3.3,81.0,11.0,45
732,ID_8087,39.72910005,-85.42266678,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",60.0,99.0,4.2,3782.0,1948.0,30
733,ID_4360,39.03233105,-85.74433874,"Italian, Mexican, Pizza, Salad, Beverages",60.0,50.0,4.2,1114.0,453.0,45
734,ID_8363,39.3613931,-85.67533119,Street Food,10.0,50.0,3.3,11.0,2.0,30
735,ID_6444,39.72351907,-85.43514089,"Street Food, Fast Food",10.0,50.0,3.8,280.0,76.0,45
736,ID_6237,39.73460072,-85.44171811,Rolls,10.0,50.0,3.2,10.0,,30
737,ID_1877,39.12924469,-85.72775016,"Ice Cream, Desserts",15.0,50.0,4.5,1118.0,465.0,30
738,ID_2946,39.30577615,-85.48564884,"Street Food, Chinese, North Indian, Fast Food",20.0,50.0,3.8,262.0,143.0,45
739,ID_6832,39.28728049,-85.62210759,Mishti,15.0,50.0,,,,30
740,ID_5538,39.41097293,-85.85283354,"North Indian, Beverages",10.0,0.0,,,,30
741,ID_6218,39.02194212,-85.86985184,"Rolls, Fast Food",15.0,50.0,4.5,425.0,258.0,45
742,ID_2763,39.35132072,-85.47429495,"Salad, Sandwich, Momos, Wraps, Beverages",20.0,50.0,3.0,5.0,2.0,30
743,ID_5765,39.39673489,-85.5464375,"North Indian, Fast Food, Beverages",20.0,50.0,3.4,22.0,3.0,30
744,ID_5996,39.98482965,-85.67458524,"Seafood, North Indian, Chinese, Thai",40.0,50.0,3.8,203.0,107.0,30
745,ID_6058,39.8125914,-85.64895889,Bakery,10.0,50.0,3.2,45.0,11.0,30
746,ID_4673,39.17995983,-85.41522103,"South Indian, North Indian, Chinese, Beverages",20.0,50.0,2.5,71.0,34.0,45
747,ID_6200,39.91869711,-85.73766288,"North Indian, Chinese, Rolls",20.0,50.0,3.6,75.0,31.0,30
748,ID_1608,39.52092482,-85.80943337,"North Indian, Chinese, Fast Food",20.0,50.0,3.8,88.0,25.0,30
749,ID_5554,39.16856792,-85.6655753,North Indian,10.0,99.0,3.5,266.0,25.0,65
750,ID_2537,39.26131408,-85.52610009,North Indian,20.0,50.0,,,,30
751,ID_699,39.79266844,-85.61928279,"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood",35.0,50.0,3.7,269.0,127.0,45
752,ID_2721,39.10985284,-85.52116478,"Fast Food, Biryani",20.0,50.0,3.3,11.0,7.0,30
753,ID_549,39.2632376,-85.46384745,"North Indian, Chinese, Pizza, Rolls, Bakery, Beverages, Mithai",15.0,50.0,3.6,348.0,139.0,45
754,ID_1770,39.96201888,-85.97224695,"Mithai, Fast Food",10.0,99.0,3.0,60.0,9.0,45
755,ID_4129,39.56174916,-85.80296351,North Indian,15.0,50.0,,,,30
756,ID_4954,39.26512102,-85.35193777,"North Indian, Street Food",20.0,50.0,3.2,125.0,42.0,30
757,ID_2593,39.12203858,-85.92262713,Bakery,20.0,50.0,3.0,49.0,23.0,30
758,ID_275,39.38230447,-85.87991073,"North Indian, Mughlai",25.0,50.0,3.3,14.0,5.0,30
759,ID_6915,39.30380113,-85.96013735,"European, Italian, American, Salad",65.0,50.0,4.6,2858.0,1673.0,30
760,ID_7229,39.99132977,-85.64153181,"Healthy Food, Fast Food",15.0,50.0,3.5,49.0,9.0,45
761,ID_1170,39.45344645,-85.73843115,"Italian, Continental",40.0,99.0,3.4,130.0,55.0,45
762,ID_6392,39.01295519,-85.23803906,"North Indian, Chinese, Goan",15.0,50.0,,,,30
763,ID_2402,39.27608393,-85.56217964,"Healthy Food, North Indian, Biryani, Continental, Beverages",20.0,50.0,4.2,476.0,105.0,30
764,ID_5446,39.92228154,-85.6902915,Desserts,10.0,50.0,3.3,19.0,4.0,30
765,ID_6795,39.335773700000004,-85.30484935,"Mithai, Street Food",10.0,50.0,3.2,9.0,3.0,30
766,ID_6649,39.08699537,-85.14916195,Chinese,15.0,50.0,3.6,48.0,20.0,30
767,ID_4428,39.112813,-85.15315372,North Indian,10.0,50.0,3.6,221.0,76.0,45
